trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
68,False,"{'a': 0.008, 'e': 0.8556452812210225}",25,0,-37.210056486867884,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
69,False,"{'a': 0.008, 'e': 0.8514774432500848}",35,0,-230.51608114046215,"{0: 19, 1: 6, 2: 6, 3: 0, 4: 4}",0
70,False,"{'a': 0.008, 'e': 0.8472551110134161}",20,0,-88.35303842258025,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
71,False,"{'a': 0.008, 'e': 0.8429785547388383}",20,0,-95.76114297409987,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
72,False,"{'a': 0.008, 'e': 0.8386480481244933}",35,10,-47.61591395521257,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",1
73,False,"{'a': 0.008, 'e': 0.8342638683213264}",25,0,-112.26647277563944,"{0: 11, 1: 5, 2: 8, 3: 1, 4: 0}",0
74,False,"{'a': 0.008, 'e': 0.8298262959153483}",20,11,-39.600500000375995,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
75,False,"{'a': 0.008, 'e': 0.8253356149096783}",30,0,-78.78764525181208,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
76,False,"{'a': 0.008, 'e': 0.8207921127063681}",25,0,-10.822272013084994,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
77,False,"{'a': 0.008, 'e': 0.8161960800880078}",25,14,-11.898540724159608,"{0: 7, 1: 4, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.008, 'e': 0.8115478111991162}",20,0,-62.06667857314356,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
79,False,"{'a': 0.008, 'e': 0.8068476035273155}",25,0,-202.10731958793065,"{0: 12, 1: 1, 2: 9, 3: 0, 4: 3}",0
80,False,"{'a': 0.008, 'e': 0.8020957578842927}",20,0,-115.63313466921267,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
81,False,"{'a': 0.008, 'e': 0.7972925783865464}",20,0,-59.933821657595466,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
82,False,"{'a': 0.008, 'e': 0.7924383724359255}",20,0,-178.15287734613054,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 3}",0
83,False,"{'a': 0.008, 'e': 0.7875334506999537}",20,0,-118.83574976743566,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
84,False,"{'a': 0.008, 'e': 0.7825781270919481}",30,0,-79.82470252151293,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
85,False,"{'a': 0.008, 'e': 0.7775727187509279}",25,11,-57.16201385660668,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
86,False,"{'a': 0.008, 'e': 0.7725175460213186}",20,14,12.366567188645467,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.008, 'e': 0.7674129324324493}",30,9,1.7189002709953254,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.008, 'e': 0.7622592046778476}",20,0,-77.02007473685183,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
89,False,"{'a': 0.008, 'e': 0.7570566925943303}",25,17,4.147753166960884,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.008, 'e': 0.7518057291408949}",25,0,-157.36201052277312,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
91,False,"{'a': 0.008, 'e': 0.7465066503774105}",30,0,-43.328538622206615,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
92,False,"{'a': 0.008, 'e': 0.7411597954431091}",20,0,-40.609802244269275,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
93,False,"{'a': 0.008, 'e': 0.7357655065348812}",30,0,-43.95106903266213,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
94,False,"{'a': 0.008, 'e': 0.7303241288853758}",25,0,-61.61754235808172,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
95,False,"{'a': 0.008, 'e': 0.7248360107409052}",20,14,-30.452746568533936,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
96,False,"{'a': 0.008, 'e': 0.7193015033391573}",20,5,16.321304265803025,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.008, 'e': 0.7137209608867168}",30,6,-52.9213317618234,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
98,False,"{'a': 0.008, 'e': 0.7080947405363958}",25,2,-29.438065354431156,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
99,False,"{'a': 0.008, 'e': 0.7024232023643763}",20,0,-78.56849923098945,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
100,False,"{'a': 0.008, 'e': 0.6967067093471654}",25,20,10.750076008390907,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.008, 'e': 0.690945627338365}",30,0,-80.77684055442145,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
102,False,"{'a': 0.008, 'e': 0.6851403250452572}",20,0,-70.31837792645311,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
103,False,"{'a': 0.008, 'e': 0.6792911740052072}",20,0,-7.359123654505872,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
104,False,"{'a': 0.008, 'e': 0.6733985485618852}",30,0,-106.20751227972042,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
105,False,"{'a': 0.008, 'e': 0.6674628258413081}",25,0,-89.80307099611632,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
106,False,"{'a': 0.008, 'e': 0.661484385727704}",25,0,-82.71303708552783,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
107,False,"{'a': 0.008, 'e': 0.6554636108391995}",30,24,12.272280561247069,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.008, 'e': 0.6494008865033323}",20,8,-14.636462927930772,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.008, 'e': 0.6432966007323906}",20,6,-19.73536514502549,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
110,False,"{'a': 0.008, 'e': 0.6371511441985802}",20,5,-29.494094391363635,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.008, 'e': 0.6309649102090216}",25,0,-86.78031444273869,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
112,False,"{'a': 0.008, 'e': 0.6247382946805784}",35,8,-199.7533916006123,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 4}",1
113,False,"{'a': 0.008, 'e': 0.6184716961145192}",20,16,8.010601028095529,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.008, 'e': 0.6121655155710133}",30,0,-78.07948898121242,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
115,False,"{'a': 0.008, 'e': 0.6058201566434628}",35,16,25.49831506189516,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.008, 'e': 0.5994360254326734}",20,0,29.22305677575251,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
117,False,"{'a': 0.008, 'e': 0.5930135305208633}",20,0,-32.34385585014474,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
118,False,"{'a': 0.008, 'e': 0.5865530829455147}",20,1,10.61395700297562,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.008, 'e': 0.5800550961730674}",25,3,-12.044136302917154,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
120,False,"{'a': 0.008, 'e': 0.5735199860724567}",25,7,-80.02457307296552,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
121,False,"{'a': 0.008, 'e': 0.5669481708884984}",25,0,-98.56871232386315,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
122,False,"{'a': 0.008, 'e': 0.5603400712151211}",20,14,-0.4437855137865854,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.008, 'e': 0.5536961099684484}",20,13,11.673719855425734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.008, 'e': 0.5470167123597323}",25,8,-15.240591926483617,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
125,False,"{'a': 0.008, 'e': 0.5403023058681397}",20,0,-59.75971384285269,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
126,False,"{'a': 0.008, 'e': 0.5335533202133944}",25,14,9.033979891673647,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.008, 'e': 0.5267701873282746}",20,0,-34.40356059213372,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
128,False,"{'a': 0.008, 'e': 0.5199533413309696}",25,19,10.080729185975049,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.008, 'e': 0.5131032184972965}",35,21,11.955514447637944,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.008, 'e': 0.5062202572327784}",25,0,-59.291682567762905,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
131,False,"{'a': 0.008, 'e': 0.49930489804458683}",20,0,-24.1504822746414,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
132,False,"{'a': 0.008, 'e': 0.4923575835133495}",20,0,-57.877110136484255,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
133,False,"{'a': 0.008, 'e': 0.485378758264825}",20,5,9.676545037262187,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.008, 'e': 0.47836886894144715}",30,4,-86.86169233105676,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 2}",1
135,False,"{'a': 0.008, 'e': 0.47132836417373997}",25,11,-32.008201271393744,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
136,False,"{'a': 0.008, 'e': 0.46425769455160537}",20,14,-31.850351223164058,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
137,False,"{'a': 0.008, 'e': 0.45715731259548575}",35,13,-37.6069399667954,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
138,False,"{'a': 0.008, 'e': 0.45002767272740274}",30,8,-2.599939418030896,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
139,False,"{'a': 0.008, 'e': 0.4428692312418743}",30,10,-7.705240772573382,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
140,False,"{'a': 0.008, 'e': 0.4356824462767121}",20,13,11.46043726199133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.008, 'e': 0.42846777778370077}",30,12,-69.56827492823558,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
142,False,"{'a': 0.008, 'e': 0.42122568749916134}",20,4,18.242397665964145,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.008, 'e': 0.4139566389144}",25,8,-75.06479814749748,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
144,False,"{'a': 0.008, 'e': 0.40666109724604504}",25,0,37.886296311159825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
145,False,"{'a': 0.008, 'e': 0.3993395294062732}",20,14,8.991876506590911,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.008, 'e': 0.39199240397292684}",20,8,-12.256717102680625,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
147,False,"{'a': 0.008, 'e': 0.38462019115952595}",20,6,-28.316446152725014,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.008, 'e': 0.37722336278517427}",25,17,4.967576413665058,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.008, 'e': 0.36980239224436295}",20,3,-35.19361406700141,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
150,False,"{'a': 0.008, 'e': 0.3623577544766736}",25,13,8.197860850228391,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.008, 'e': 0.3548899259363823}",25,16,-40.30052267715338,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.008, 'e': 0.34739938456196656}",30,13,5.9024159597073265,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.008, 'e': 0.3398866097455176}",25,13,-31.151722030610706,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
154,False,"{'a': 0.008, 'e': 0.33235208230205926}",20,5,-44.050407774127535,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
155,False,"{'a': 0.008, 'e': 0.32479628443877623}",30,14,16.128579258059055,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.008, 'e': 0.3172196997241527}",30,18,9.513116679468578,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.008, 'e': 0.3096228130570242}",20,8,22.046501314761336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.008, 'e': 0.30200611063554444}",20,12,3.4946225162632727,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.008, 'e': 0.29437007992606856}",25,11,9.996699768639445,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.008, 'e': 0.2867152096319555}",20,15,10.150851992287011,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.008, 'e': 0.2790419896622912}",20,12,5.000746580701238,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.008, 'e': 0.2713509111005347}",20,8,2.3651592246680266,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.008, 'e': 0.2636424661730887}",30,18,12.305993367369712,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.008, 'e': 0.2559171482177973}",25,1,13.340171231157154,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.008, 'e': 0.2481754516523729}",30,4,-4.040858485075383,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
166,False,"{'a': 0.008, 'e': 0.2404178719427531}",25,14,20.217458429735068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.008, 'e': 0.23264490557139142}",25,13,2.2101161701152474,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.008, 'e': 0.22485705000548248}",25,17,12.563675781553222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.008, 'e': 0.2170548036651242}",25,8,14.026455781287552,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.008, 'e': 0.20923866589141926}",20,6,10.064840917412253,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.008, 'e': 0.20140913691451723}",25,13,-24.61520554276457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
172,False,"{'a': 0.008, 'e': 0.1935667178216002}",20,15,3.734873581023665,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.008, 'e': 0.1857119105248132}",25,11,13.260165578298418,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.008, 'e': 0.17784521772914216}",20,16,6.057693055087788,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.008, 'e': 0.16996714290024081}",25,12,17.816339785087543,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.008, 'e': 0.1620781902322094}",25,11,12.619366025490532,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.008, 'e': 0.15417886461532546}",20,13,13.033783770224435,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.008, 'e': 0.14626967160373244}",20,11,-7.368289150891999,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.008, 'e': 0.13835111738308337}",25,13,20.944063156137414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.008, 'e': 0.13042370873814554}",20,9,21.41504672674605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.008, 'e': 0.12248795302036633}",35,17,25.939072609907075,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.008, 'e': 0.11454435811540296}",30,20,6.3056926678576914,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.008, 'e': 0.10659343241061792}",30,15,-12.760433703544205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.008, 'e': 0.0986356847625424}",25,8,24.644599041844554,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
